PV;CV;SP
16.6;0;25
16.61;0;25
16.62;0;25
16.62;0;25
16.63;0;25
16.64;0;25
16.73;0;25
16.74;0;25
16.75;0;25
16.75;0;25
16.76;0;25
16.77;0;25
16.78;0;25
16.79;0;25
16.8;0;25
16.8;0;25
15.99;0;25
16;0;25
16.01;0;25
16.02;0;25
16.03;0;25
16.03;0;25
16.04;0;25
16.05;0;25
16.06;0;25
16.07;0;25
16.75;0;25
16.75;0;25
16.76;0;25
16.77;0;25
16.78;0;25
16.79;0;25
16.8;0;25
16.8;0;25
16.81;0;25
16.82;0;25
16.79;0;25
16.8;0;25
16.81;0;25
16.81;0;25
16.82;0;25
16.83;0;25
16.84;0;25
16.85;0;25
16.86;0;25
16.86;0;25
16.96;0;25
16.97;0;25
16.99;0;25
16.99;0;25
16.99;0;25
17;0;25
17.01;0;25
17.02;0;25
17.03;0;25
17.04;0;25
16.47;0;25
16.48;0;25
16.5;0;25
16.5;0;25
16.51;0;25
16.52;0;25
16.52;0;25
16.53;0;25
16.54;0;25
16.55;0;25
16.53;0;25
16.53;0;25
16.55;0;25
16.55;0;25
16.56;0;25
16.57;0;25
16.58;0;25
16.58;0;25
16.59;0;25
16.6;0;25
16.92;0;25
16.93;0;25
16.93;0;25
16.94;0;25
16.95;0;25
16.96;0;25
16.97;0;25
16.97;0;25
16.98;0;25
16.99;0;25
17.31;0;25
17.32;0;25
17.33;0;25
17.33;0;25
17.34;0;25
17.35;0;25
17.36;0;25
17.37;0;25
17.37;0;25
17.38;0;25
17.06;0;25
17.07;0;25
17.08;0;25
17.08;0;25
17.09;0;25
17.1;0;25
17.11;0;25
17.12;0;25
17.12;0;25
17.13;0;25
16.76;0;25
16.77;0;25
16.78;0;25
16.78;0;25
16.79;0;25
16.8;0;25
16.81;0;25
16.82;0;25
16.82;0;25
16.83;0;25
16.91;0;25
16.92;0;25
16.93;0;25
16.93;0;25
16.94;0;25
16.95;0;25
16.96;0;25
16.97;0;25
16.97;0;25
16.98;0;25
17.48;0;25
17.49;0;25
17.5;0;25
17.5;0;25
17.51;0;25
17.52;0;25
17.53;0;25
17.54;0;25
17.54;0;25
17.55;0;25
17.71;0;25
17.72;0;25
17.73;0;25
17.73;0;25
17.74;0;25
17.75;0;25
17.76;0;25
17.77;0;25
17.77;0;25
17.78;0;25
17.95;0;25
17.96;0;25
17.96;0;25
17.97;0;25
17.98;0;25
17.99;0;25
18;0;25
18;0;25
18.01;0;25
18.02;0;25
17.21;0;25
17.22;0;25
17.22;0;25
17.23;0;25
17.24;0;25
17.25;0;25
17.25;0;25
17.26;0;25
17.27;0;25
17.28;0;25
17.58;0;25
17.58;0;25
17.59;0;25
17.6;0;25
17.61;0;25
17.61;0;25
17.62;0;25
17.63;0;25
17.64;0;25
17.65;0;25
17.49;0;25
17.5;0;25
17.51;0;25
17.52;0;25
17.52;0;25
17.53;0;25
17.54;0;25
17.55;0;25
17.56;0;25
17.56;0;25
17.8;0;25
17.81;0;25
17.82;0;25
17.82;0;25
17.83;0;25
17.84;0;25
17.85;0;25
17.86;0;25
17.86;0;25
17.87;0;25
17.37;0;25
17.38;0;25
17.38;0;25
17.39;0;25
17.4;0;25
17.41;0;25
17.41;0;25
17.42;0;25
17.43;0;25
17.44;0;25
17.58;0;25
17.58;0;25
17.59;0;25
17.6;0;25
17.61;0;25
17.61;0;25
17.62;0;25
17.63;0;25
17.64;0;25
17.64;0;25
18.35;0;25
18.36;0;25
18.37;0;25
18.38;0;25
18.38;0;25
18.39;0;25
18.4;0;25
18.41;0;25
18.41;0;25
18.42;0;25
18.46;0;25
18.47;0;25
18.47;0;25
18.48;0;25
18.49;0;25
18.5;0;25
18.5;0;25
18.51;0;25
18.52;0;25
18.53;0;25
17.92;0;25
17.93;0;25
17.94;0;25
17.95;0;25
17.95;0;25
17.96;0;25
17.97;0;25
17.98;0;25
17.99;0;25
17.99;0;25
18.1;0;25
18.11;0;25
18.12;0;25
18.12;0;25
18.13;0;25
18.14;0;25
18.15;0;25
18.15;0;25
18.16;0;25
18.17;0;25
18.17;0;25
18.17;0;25
18.18;0;25
18.19;0;25
18.2;0;25
18.2;0;25
18.21;0;25
18.22;0;25
18.23;0;25
18.23;0;25
18.24;0;25
18.25;0;25
18.26;0;25
18.27;0;25
18.27;0;25
18.28;0;25
18.29;0;25
18.29;0;25
18.3;0;25
18.31;0;25
18.37;0;25
18.38;0;25
18.39;0;25
18.4;0;25
18.4;0;25
18.41;0;25
18.42;0;25
